Epoch	train_cost	val_cost	epoch_time	learing_rate
586	0.144793	0.137264	41.7181s	7.8125e-06
587	0.144212	0.137201	41.8955s	7.8125e-06
588	0.144265	0.137219	41.7074s	7.8125e-06
589	0.144596	0.137139	41.8871s	7.8125e-06
590	0.144544	0.137157	42.2047s	7.8125e-06
591	0.144449	0.137123	41.8602s	7.8125e-06
592	0.144565	0.137357	41.7799s	7.8125e-06
593	0.144257	0.137231	41.4514s	7.8125e-06
594	0.144401	0.137154	42.4039s	7.8125e-06
595	0.144606	0.137231	42.0581s	7.8125e-06
596	0.14462	0.13733	42.3301s	7.8125e-06
597	0.144037	0.137341	43.1879s	7.8125e-06
598	0.144324	0.137306	42.5454s	7.8125e-06
599	0.143787	0.137169	42.0635s	7.8125e-06
600	0.144797	0.137207	41.9913s	7.8125e-06
